Approved symbol	Previous symbols	RefSeq IDs	NCBI Gene ID(supplied by NCBI)
TRP-TGG5-1	TRNAP27P	NG_008573	100189515
TRPA1	ANKTM1	NM_007332	8989
TRPC1		NM_003304	7220
TRPC2		NR_002720	7221
TRPC3		NM_003305	7222
TRPC4		NM_003306	7223
TRPC4AP	C20orf188	NM_015638	26133
TRPC5		NM_012471	7224
TRPC5OS	TRPC5-AS1	NM_001195576	100329135
TRPC6	FSGS2	NM_004621	7225
TRPC6P		NG_005687	644218
TRPC7		NM_020389	57113
TRPC7-AS1			100874024
TRPC7-AS2			106478968
TRPM1	MLSN1	NM_002420	4308
TRPM2	TRPC7	NM_003307	7226
TRPM2-AS		NR_109964	101928607
TRPM3		NM_206945	80036
TRPM4		NM_017636	54795
TRPM5		NM_014555	29850
TRPM6	HOMG, HSH	NM_017662	140803
TRPM7		NM_017672	54822
TRPM8		NM_024080	79054
TRPS1		NM_014112	7227
TRPT1		NM_031472	83707
TRPV1	VR1	NM_018727	7442
TRPV2		NM_016113	51393
TRPV3		NM_145068	162514
TRPV4		NM_021625	59341
TRPV5	ECAC1	NM_019841	56302
TRPV6	ECAC2	NM_014274	55503
TRQ-CTG1-1	TRNAQ22, TRQ-CTG1-3		100189287
TRQ-CTG1-2	TRNAQ16, TRQ-CTG1-4		100189189
TRQ-CTG1-3	TRNAQ11, TRQ-CTG1-5		100189121
TRQ-CTG1-4	TRNAQ24, TRQ-CTG1-1		100189317
TRQ-CTG1-5	TRQ1, TRNAQ1, TRQ-CTG1-2		7228
TRQ-CTG2-1	TRNAQ21		100189268
TRQ-CTG3-1	TRNAQ29		100189386
TRQ-CTG3-2	TRNAQ13		100189140
TRQ-CTG4-1	TRNAQ8		100189056
TRQ-CTG4-2	TRNAQ20		100189261
TRQ-CTG5-1	TRNAQ27		100189329
TRQ-CTG6-1	TRNAQ17		100189214
TRQ-CTG7-1	TRNAQ3		100188998
TRQ-CTG8-1	TRNAQ19		100189217
TRQ-CTG8-2	TRNAQ14		100189154
TRQ-CTG8-3			
TRQ-CTG9-1	TRNAQ51P	NG_008589	100189531
TRQ-CTG10-1	TRNAQ26		100189322
TRQ-CTG11-1	TRNAQ37P	NG_008508	100189452
TRQ-CTG12-1	TRNAQ30		100189389
TRQ-CTG13-1	TRNAQ53P	NG_008596	100189538
TRQ-CTG14-1	TRNAQ55	NG_008581	100189523
TRQ-CTG15-1	TRNAQ6		100189016
TRQ-CTG16-1	TRNAQ44P	NG_008561	100189503
TRQ-CTG17-1	TRNAQ23		100189302
TRQ-CTG18-1	TRNAQ28		100189351
TRQ-TTG1-1	TRQ2, TRNAQ2		7229
TRQ-TTG2-1	TRNAQ12		100189138
TRQ-TTG3-1	TRNAQ25		100189321
TRQ-TTG3-2	TRNAQ15		100189185
TRQ-TTG3-3	TRNAQ10		100189074
TRQ-TTG4-1	TRNAQ32		100189422
TRQ-TTG5-1	TRNAQ39P	NG_008531	100189473
TRQ-TTG6-1	TRNAQ7		100189026
TRQ-TTG7-1	TRNAQ33P		100189444
TRQ-TTG8-1	TRNAQ45P		100189505
TRQ-TTG9-1	TRNAQ46P		100189509
TRQ-TTG10-1	TRNAQ5		100189010
TRR-ACG1-1	TRNAR26, TRR-ACG1-2		100189396
TRR-ACG1-2	TRR2, TRNAR2, TRR-ACG1-3		7231
TRR-ACG1-3	TRNAR21, TRR-ACG1-1		100189243
TRR-ACG2-1	TRNAR11		100189103
TRR-ACG2-2	TRNAR17		100189167
TRR-ACG2-3	TRNAR10		100189099
TRR-ACG2-4	TRNAR29		100189428
TRR-CCG1-1	TRNAR24, TRR-CCG1-2		100189365
TRR-CCG1-2	TRNAR9, TRR-CCG1-3		100189084
TRR-CCG1-3	TRNAR19, TRR-CCG1-1		100189173
TRR-CCG2-1	TRR4, TRNAR4		7233
TRR-CCT1-1	TRNAR8		100189078
TRR-CCT2-1	TRNAR20		100189181
TRR-CCT3-1	TRNAR18		100189168
TRR-CCT4-1	TRNAR27		100189406
TRR-CCT5-1	TRNAR23		100189270
TRR-CCT6-1	TRNAR33P		
TRR-CCT6-2	TRNAR31P		100189449
TRR-CCT7-1	TRNAR30P	NG_008499	100189443
TRR-CCT8-1	TRNAR32P		100189502
TRR-CCT9-1	TRNAR34P		100189537
TRR-TCG1-1	TRNAR22		100189264
TRR-TCG2-1	TRNAR28		100189410
TRR-TCG3-1	TRNAR25		100189371
TRR-TCG4-1	TRR3, TRNAR3		7232
TRR-TCG5-1	TRNAR7		100189034
TRR-TCG6-1	TRNAR6		100189025
TRR-TCT1-1	TRNAR15		100189133
TRR-TCT2-1	TRR1, TRNAR1		7230
TRR-TCT3-1	TRNAR12, TRR-TCT3-2		100189109
TRR-TCT3-2	TRNAR14, TRR-TCT3-1		100189115
TRR-TCT4-1	TRNAR16		100189166
TRR-TCT5-1	TRNAR5		100189012
TRRAP		NM_003496	8295
TRS-ACT1-1	TRNAS32P	NG_008584	100189526
TRS-AGA1-1	TRNAS24		100189352
TRS-AGA2-1	TRNAS25, TRS-AGA2-2		100189382
TRS-AGA2-2	TRNAS10, TRS-AGA2-3		100189077
TRS-AGA2-3	TRS2, TRNAS2, TRS-AGA2-4		23437
TRS-AGA2-4	TRNAS19, TRS-AGA2-5		100189247
TRS-AGA2-5	TRNAS20, TRS-AGA2-6		100189248
TRS-AGA2-6	TRNAS14, TRS-AGA2-1		100189184
TRS-AGA3-1	TRS4, TRNAS4		790951
TRS-AGA4-1	TRNAS9		100189070
TRS-AGA5-1	TRNAS28		100189432
TRS-AGA6-1	TRNAS26		100189420
TRS-AGA7-1	TRNAS29P		100189487
TRS-CGA1-1	TRNAS6		100189037
TRS-CGA2-1	TRNAS7		100189041
TRS-CGA3-1	TRNAS15		100189205
TRS-CGA4-1	TRNAS11		100189152
TRS-GCT1-1	TRNAS12		100189157
TRS-GCT2-1	TRNAS5		100189002
TRS-GCT3-1	TRNAS22		100189285
TRS-GCT4-1	TRNAS17, TRS-GCT4-3		100189225
TRS-GCT4-2	TRNAS18, TRS-GCT4-1		100189229
TRS-GCT4-3	TRNAS23, TRS-GCT4-2		100189331
TRS-GCT5-1	TRNAS13		100189159
TRS-GCT6-1	TRNAS16		100189218
TRS-TGA1-1	TRNAS21		100189279
TRS-TGA2-1	TRS1, TRNAS1		94017
TRS-TGA3-1	TRNAS27		100189430
TRS-TGA4-1	TRS3, TRNAS3		23540
TRSUP-CTA1-1	TRNASUP3		100189426
TRSUP-CTA2-1	TRNASUP4P		100189442
TRSUP-CTA3-1	TRNASUP6P		100189470
TRSUP-TTA1-1	TRNASUP1		100189080
TRSUP-TTA2-1	TRNASUP2		100189330
TRSUP-TTA3-1	TRNASUP5P		100189453
TRT-AGT1-1	TRNAT8		100189187
TRT-AGT1-2	TRNAT9		100189222
TRT-AGT1-3	TRNAT4		100189006
TRT-AGT2-1	TRNAT14		100189319
TRT-AGT2-2	TRNAT15		100189340
TRT-AGT3-1	TRNAT21		100189433
TRT-AGT4-1	TRNAT18, TRT-AGT5-1		100189374
TRT-AGT5-1	TRNAT22, TRT-AGT4-1		100189438
TRT-AGT6-1	TRNAT7		100189143
TRT-AGT7-1	TRT3, TRNAT3		7238
TRT-CGT1-1	TRNAT5		100189035
TRT-CGT2-1	TRNAT6		100189086
TRT-CGT3-1	TRNAT17		100189360
TRT-CGT4-1	TRNAT10		100189245
TRT-CGT5-1	TRNAT13		100189300
TRT-CGT6-1	TRNAT11		100189258
TRT-TGT1-1	TRNAT16		100189344
TRT-TGT2-1	TRNAT19		100189378
TRT-TGT3-1	TRT2, TRNAT2		7237
TRT-TGT4-1	TRNAT20		100189419
TRT-TGT5-1	TRNAT12		100189263
TRT-TGT6-1	TRT1, TRNAT1		7236
TRU-TCA1-1	TRSP, TRNAU1		7234
TRU-TCA2-1	TRSPP1, TRNAU2	NG_000872	7235
TRU-TCA3-1	TRNAU3		100188989
TRUB1		NM_139169	142940
TRUB2		NM_015679	26995
TRUND-NNN1-1			103482529
TRUND-NNN2-1			103482523
TRUND-NNN3-1			103482527
TRUND-NNN4-1			103482530
TRUND-NNN5-1			103482524
TRUND-NNN6-1			103482525
TRUND-NNN7-1			103482531
TRUND-NNN8-1			103482528
TRUND-NNN9-1			103482526
TRUND-NNN10-1			103482532
TRV-AAC1-1	TRNAV24		100189318
TRV-AAC1-2	TRNAV5		100188990
TRV-AAC1-3	TRV3, TRNAV3		7241
TRV-AAC1-4	TRV, TRV1, TRNAV1		7239
TRV-AAC1-5	TRV7, TRNAV7		791230
TRV-AAC2-1	TRNAV10		100188992
TRV-AAC3-1	TRV8, TRNAV8		791231
TRV-AAC4-1	TRNAV17		100189161
TRV-AAC5-1	TRNAV12		100189014
TRV-AAC6-1	TRNAV18		100189178
TRV-AAC7-1	TRNAV30		100189404
TRV-CAC1-1	TRNAV29		100189373
TRV-CAC1-2	TRV2, TRNAV2		7240
TRV-CAC1-3	TRV9, TRNAV9		791232
TRV-CAC1-4	TRNAV4		100189541
TRV-CAC1-5	TRV6, TRNAV6		100049614
TRV-CAC1-6	TRNAV21		100189227
TRV-CAC2-1	TRNAV27		100189363
TRV-CAC3-1	TRNAV32		100189416
TRV-CAC4-1	TRNAV25		100189326
TRV-CAC5-1	TRNAV22		100189228
TRV-CAC6-1	TRNAV28		100189368
TRV-CAC7-1	TRNAV15		100189101
TRV-CAC8-1	TRNAV16		100189142
TRV-CAC9-1	TRNAV20		100189196
TRV-CAC10-1	TRNAV38		100873876
TRV-CAC11-1	TRNAV39		103456510
TRV-CAC11-2	TRNAV34P	NG_008537	100189479
TRV-CAC12-1	TRNAV14		100189073
TRV-CAC13-1	TRNAV36P		100189500
TRV-CAC14-1	TRNAV33P		100189477
TRV-TAC1-1	TRNAV11		100188993
TRV-TAC1-2	TRNAV19		100189191
TRV-TAC2-1	TRNAV23		100189283
TRV-TAC3-1	TRNAV26		100189342
TRV-TAC4-1	TRNAV31		100189408
TRW-CCA1-1	TRNAW4		100189123
TRW-CCA2-1	TRNAW7		100189203
TRW-CCA3-1	TRNAW9, TRW-CCA3-2		100189436
TRW-CCA3-2	TRNAW2, TRW-CCA3-3		100189048
TRW-CCA3-3	TRNAW3, TRW-CCA3-1		100189112
TRW-CCA4-1	TRNAW5		100189171
TRW-CCA5-1	TRNAW6		100189190
TRW-CCA6-1	TRNAW8		100189309
TRW-CCA7-1	TRW, TRNAW1		7246
TRX-CAT1-1	TRNAM3		100189015
TRX-CAT1-2	TRM1, TRNAMI2, TRM2, TRMI2, TRNAM1, TRX-CAT1-3		7210
TRX-CAT1-3	TRNAM6, TRX-CAT1-4		100189094
TRX-CAT1-4	TRNAM4, TRX-CAT1-5		100189040
TRX-CAT1-5	TRNAM18, TRX-CAT1-6		100189345
TRX-CAT1-6	TRNAM15, TRX-CAT1-7		100189297
TRX-CAT1-7	TRNAM17, TRX-CAT1-8		100189315
TRX-CAT1-8	TRNAM14, TRX-CAT1-2		100189255
TRX-CAT2-1	TRM1, TRMI1, TRNAMI1, TRNAM2		7212
TRX-CAT3-1	TRNAM10		100189186
TRY-ATA1-1	TRNAY9		100189253
TRY-GTA1-1	TRNAY10		100189272
TRY-GTA2-1	TRNAY4		100189022
TRY-GTA3-1	TRNAY7		100189162
TRY-GTA4-1	TRNAY13		100189405
TRY-GTA5-1	TRNAY15, TRY-GTA5-4		100189437
TRY-GTA5-2	TRNAY6, TRY-GTA5-5		100189102
TRY-GTA5-3	TRNAY14, TRY-GTA5-1		100189424
TRY-GTA5-4	TRNAY2, TRY-GTA5-2		100009602
TRY-GTA5-5	TRNAY3, TRY-GTA5-3		100189001
TRY-GTA6-1	TRNAY8		100189219
TRY-GTA7-1	TRNAY1		100009601
TRY-GTA8-1	TRNAY12		100189337
TRY-GTA9-1	TRNAY5		100189057
TRY-GTA10-1	TRNAY11		100189278
TRY-GTA11-1	TRNAY17P	NG_008565	100189507
TRY-GTA12-1	TRNAY16P		100189496
TS			
TSACC	C1orf182	NM_144627	128229
TSBP1	C6orf10	NM_006781	10665
TSBP1-AS1		NR_136245	101929163
TSC1	TSC		7248
TSC2	TSC4	NM_000548	7249
TSC3			
TSC4			
TSC22D1	TGFB1I4	NM_006022	8848
TSC22D1-AS1		NR_038381	641467
TSC22D2		NM_014779	9819
TSC22D3	DSIPI	NM_198057	1831
TSC22D4		NM_030935	81628
TSE1			
TSEN2		NM_025265	80746
TSEN2P1			391718
TSEN15	C1orf19		116461
TSEN15P1			100288179
TSEN15P2			106480781
TSEN15P3			105375192
TSEN34	LENG5	NM_024075	79042
TSEN54		NM_207346	283989
TSFM		NM_005726	10102
TSG10			
TSG101	TSG10	NM_006292	7251
TSGA10		NM_182911	80705
TSGA10IP		NM_152762	254187
TSGA13		NM_052933	114960
TSHB		NM_000549	7252
TSHR		NM_000369	7253
TSHRL1			7254
TSHRL2			7255
TSHRL3			7256
TSHZ1	SDCCAG33	NM_005786	10194
TSHZ2	C20orf17, ZNF218	NM_173485	128553
TSHZ3	ZNF537	NM_020856	57616
TSIX		NR_003255	9383
TSKS		NM_021733	60385
TSKU	LRRC54	NM_015516	25987
TSLC1			
TSLP		NM_033035	85480
TSN		NM_004622	7247
TSNARE1		NM_145003	203062
TSNAX		NM_005999	7257
TSNAX-DISC1			100303453
TSNAXIP1		NM_018430	55815
TSPAN1		NM_005727	10103
TSPAN2		NM_005725	10100
TSPAN3	TM4SF8	NM_005724	10099
TSPAN4	TM4SF7		7106
TSPAN5	TM4SF9	NM_005723	10098
TSPAN6	TM4SF6		7105
TSPAN7	MXS1, TM4SF2, MRX58		7102
TSPAN8	TM4SF3	NM_004616	7103
TSPAN9		NM_006675	10867
TSPAN9-IT1			100874356
TSPAN10		NM_031945	83882
TSPAN11		NM_001080509	441631
TSPAN12	TM4SF12	NM_012338	23554
TSPAN13	TM4SF13	NM_014399	27075
TSPAN14	TM4SF14	NM_030927	81619
TSPAN15	TM4SF15	NM_012339	23555
TSPAN16	TM4SF16	NM_012466	26526
TSPAN17	FBXO23, TM4SF17		26262
TSPAN18		NM_130783	90139
TSPAN18-AS1			115253419
TSPAN19		NM_001100917	144448
TSPAN31	SAS		6302
TSPAN32	TSSC6, PHEMX	NM_139024	10077
TSPAN33		NM_178562	340348
TSPEAR	C21orf29, DFNB98	NM_144991	54084
TSPEAR-AS1			54082
TSPEAR-AS2	C21orf90	NR_026547	114043
TSPO	BZRP	NM_007311	706
TSPO2	BZRPL1	NM_001010873.2	222642
TSPOAP1	BZRAP1	NM_004758	9256
TSPOAP1-AS1	BZRAP1-AS1	NR_038410	100506779
TSPY1	TSPY	NM_003308	7258
TSPY2		NM_022573	64591
TSPY3		NM_001077697	728137
TSPY4		NM_001164471	728395
TSPY5P	TSPYP5	NG_003093	379027
TSPY6P	TSPYP6	XR_016233	653174
TSPY7P	TSPYP7	XR_038447	653288
TSPY8		NM_001243721	728403
TSPY9P	TSPY9	NG_021936	728132
TSPY10		NM_001320962	100289087
TSPY11P	TSPYP1	NG_003077	347584
TSPY12P	TSPYP2	NG_003078	377997
TSPY13P	TSPYP3	NG_003079	378001
TSPY14P	TSPYP4	NG_003080	378013
TSPY15P			642631
TSPY16P		XM_001714044	727969
TSPY17P			100132124
TSPY18P			642796
TSPY19P			100132504
TSPY20P			100130848
TSPY21P			100287055
TSPY22P			100286996
TSPY23P			100286964
TSPY24P			100874287
TSPY25P			100874288
TSPY26P	TSPYL3	NM_178465	128854
TSPYL1	TSPYL		7259
TSPYL2		NM_022117	64061
TSPYL4			23270
TSPYL5		NM_033512	85453
TSPYL6		NM_001003937	388951
TSR1		NM_018128	55720
TSR2		NM_058163	90121
TSR3	C16orf42	NM_001001410	115939
TSSC2			650368
TSSC4		NM_005706	10078
TSSC6			
TSSK1A	STK22A, TSSK7P	NG_004670	23752
TSSK1B	STK22D, TSSK1	NM_032028	83942
TSSK2	STK22B		23617
TSSK3	STK22C		81629
TSSK4	C14orf20, STK22E	NM_174944	283629
TSSK5P	TSSK5P2, TSSK5P1		648630
TSSK5P2			
TSSK6		NM_032037	83983
TST			7263
TST1			
TSTA1			
TSTA2			
TSTA3		NM_003313	7264
TSTD1		NM_001113207	100131187
TSTD2	C9orf97	NM_139246	158427
TSTD3		NM_001195131	100130890
TTBK1			84630
TTBK2	SCA11	NM_173500	146057
TTC1		NM_003314	7265
TTC3			7267
TTC3-AS1			100874006
TTC3P1	TTC3L	XR_017027	286495
TTC4		NM_004623	7268
TTC4P1	TTC4P		222052
TTC5		NM_138376	91875
TTC6	NCRNA00291, C14orf25	NM_001310135	319089
TTC7A	TTC7	NM_001288951	57217
TTC7B	TTC7L1		145567
TTC8		NM_144596	123016
TTC9		NM_015351	23508
TTC9B		NM_152479	148014
TTC9C		NM_173810	283237
TTC12		NM_017868	54970
TTC13		NM_024525	79573
TTC14		NM_133462	151613
TTC16		NM_144965	158248
TTC17		NM_018259	55761
TTC19		NM_017775	54902
TTC21A		NM_145755	199223
TTC21B		NM_024753	79809
TTC21B-AS1			100506134
TTC22		NM_017904	55001
TTC23		NM_022905	64927
TTC23L		NM_144725	153657
TTC24		NM_001105669	164118
TTC25		NM_031421	83538
TTC26		NM_024926	79989
TTC27		NM_017735	55622
TTC28		NM_001145418	23331
TTC28-AS1	TTC28AS, TTC28-AS	NR_026962	284900
TTC29		NM_031956	83894
TTC30A		NM_152275	92104
TTC30B		NM_152517	150737
TTC31		NM_022492	64427
TTC32		NM_001008237	130502
TTC33		NM_012382	23548
TTC34		NM_001242672	100287898
TTC36		NM_001080441	143941
TTC37	KIAA0372	NM_014639	9652
TTC38		NM_017931	55020
TTC39A	C1orf34		22996
TTC39A-AS1			102724097
TTC39B	C9orf52	NM_152574	158219
TTC39C	C18orf17	NM_153211	125488
TTC39C-AS1		NR_110796	102724246
TTC39CP1			100288825
TTC39DP			646640
TTC41P			253724
TTD			
TTF1		NM_007344	7270
TTF2			8458
TTI1	KIAA0406	NM_014657	9675
TTI2	C8orf41	NM_025115	80185
TTIM1			
TTK			7272
TTL		NM_153712	150465
TTLL1	C22orf7	NM_012263	25809
TTLL2	C6orf104	NM_031949	83887
TTLL3		NM_001025930.2	26140
TTLL4		NM_014640	9654
TTLL5	KIAA0998	NM_015072	23093
TTLL6		NM_173623	284076
TTLL7		NM_024686	79739
TTLL7-IT1			100874314
TTLL8		NM_001080447	164714
TTLL9	C20orf125	NM_001008409	164395
TTLL10	TTLL5	NM_153254	254173
TTLL10-AS1			100506376
TTLL11	C9orf20	NM_001139442	158135
TTLL11-IT1	C9orf148		105376261
TTLL12		NM_015140	23170
TTLL13P	TTLL13	NR_104604	440307
TTN	CMD1G	NM_133378	7273
TTN-AS1		NR_038272	100506866
TTPA	AVED	NM_000370	7274
TTPAL	C20orf121	NM_024331	79183
TTR	PALB, CTS1	NM_000371	7276
TTTY1		NR_001538	50858
TTTY1B		NR_003589	100101116
TTTY2		NR_001536	60439
TTTY2B		NR_003590	100101117
TTTY3		NR_001524	114760
TTTY3B		NR_002176	474148
TTTY4		NR_001525	114761
TTTY4B		NR_002178	474149
TTTY4C		NR_002177	474150
TTTY5		NR_001541	83863
TTTY6		NR_001527	84672
TTTY6B		NR_002175	441543
TTTY7		NR_001534	246122
TTTY7B		NR_003592	100101120
TTTY8		NR_001533	84673
TTTY8B		NR_003591	100101118
TTTY9A	TTTY9	NR_001530	83864
TTTY9B		NR_002159	425057
TTTY10		NR_001542	246119
TTTY11		NR_001548	83866
TTTY12		NR_001551	83867
TTTY13		NR_001537	83868
TTTY13B			100287735
TTTY13C			100287979
TTTY14	NCRNA00185, CYorf14	NR_001543	83869
TTTY15		NR_001545	64595
TTTY16		NR_001552	252948
TTTY17A	TTTY17	NR_001526	252949
TTTY17B		NR_002180	474151
TTTY17C		NR_002179	474152
TTTY18		NR_001550	252950
TTTY19		NR_001549	252952
TTTY20		NR_001546	252951
TTTY21		NR_001535	252953
TTTY21B		NR_003588	100101115
TTTY22		NR_001539	252954
TTTY23		NR_001540	252955
TTTY23B		NR_003593	100101121
TTTY24P			100287941
TTTY25P			100287026
TTTY26P			100287818
TTTY27P			100287874
TTTY28P			100287606
TTTY29P			100287167
TTTY30P			100287844
TTTY31P			100287905
TTYH1			57348
TTYH2			94015
TTYH3		NM_025250	80727
TUB		NM_003320	7275
TUB-AS1			101927917
TUBA1A		NM_006009	7846
TUBA1B		NM_006082	10376
TUBA1C	TUBA6	NM_032704	84790
TUBA3C	TUBA2	NM_006001	7278
TUBA3D		NM_080386	113457
TUBA3E		NM_207312	112714
TUBA3FP		NR_003608	113691
TUBA3GP		NG_006439	645348
TUBA4A	TUBA1	NM_006000	7277
TUBA4B	TUBA4	NM_001355221	80086
TUBA8	TUBAL2	NM_018943	51807
TUBAL1			
TUBAL3		NM_024803	79861
TUBAP			54016
TUBAP2		NG_029287	399942
TUBAP3	TUBA8P1	NG_025571	100419007
TUBAP4	TUBA8P2		106479041
TUBB		NM_178014	203068
TUBB1		NM_030773	81027
TUBB1P1		NG_002948	349448
TUBB1P2		NG_002947	140004
TUBB2A	TUBB, TUBB2	NM_001069	7280
TUBB2B		NM_178012	347733
TUBB2BP1		NG_022291	100132153
TUBB3	FEOM3	NM_006086	10381
TUBB3P1		NG_022360	100288513
TUBB3P2		NG_032092	100130187
TUBB4A	TUBB4, DYT4	NM_006087	10382
TUBB4AP1		NG_022697	402422
TUBB4B	TUBB2C	NM_006088	10383
TUBB4BP1			106478981
TUBB4BP2		NG_023799	100418974
TUBB4BP3			106480746
TUBB4BP4			106480434
TUBB4BP5			106480747
TUBB4BP6			100996306
TUBB4BP7		NG_022377	442271
TUBB6		NM_032525	84617
TUBB6P1		NG_026927	100418964
TUBB7P	TUBB4Q	NG_029424	56604
TUBB8		NM_177987	347688
TUBB8B	TUBB8P12	NM_001358689	260334
TUBB8P1		NG_023793	100418937
TUBB8P2			106478982
TUBB8P3		NG_022071	132719
TUBB8P4		NG_002343	260338
TUBB8P5		NG_002327	121014
TUBB8P6		NG_002335	200149
TUBB8P7		NG_002334	197331
TUBB8P8			102723626
TUBB8P9		NG_002338	255208
TUBB8P10		NG_022755	391171
TUBB8P11		NG_005336	388579
TUBBP1		NG_001206	92755
TUBBP2		NG_011428	647000
TUBBP3		NG_002529	326106
TUBBP4			493816
TUBBP5		NR_027156	643224
TUBBP6		NG_022946	442308
TUBBP7		NG_028884	100533620
TUBBP8			101927519
TUBBP9		NG_028263	442210
TUBBP10		NG_027095	100418902
TUBBP11			106480745
TUBD1		NM_016261	51174
TUBE1		NM_016262	51175
TUBG			
TUBG1	TUBG	NM_001070	7283
TUBG1P		NG_009488	442673
TUBG2		NM_016437	27175
TUBGCP2			10844
TUBGCP3		NM_006322	10426
TUBGCP4		NM_014444	27229
TUBGCP5		NM_052903	114791
TUBGCP6		NM_020461	85378
TUFM		NM_003321	7284
TUFMP1	TUFML		645668
TUFT1		NM_020127	7286
TUG1		NR_002323	55000
TULP1	RP14		7287
TULP2		NM_003323	7288
TULP3		NM_003324	7289
TULP3P1			100128017
TULP4		NM_020245	56995
TUNAR	LINC00617	NR_038861	100507043
TUPLE1			
TUSC1		NM_001004125	286319
TUSC2	PDAP2	NM_007275	11334
TUSC2P1	TUSC2P	NG_002812	359794
TUSC2P2			112552163
TUSC3	MRT22	NM_006765	7991
TUSC7	NCRNA00295, LSAMP-AS3	NR_015391	285194
TUSC8	LINC01071	NR_104174	400128
TUT1	RBM21	NM_022830	64852
TUT4	ZCCHC11	NM_001009881	23318
TUT7	ZCCHC6	NM_024617	79670
TUTR1			
TVP23A	FAM18A	NM_001079512	780776
TVP23B	FAM18B, FAM18B1	NM_016078	51030
TVP23BP1	FAM18B3P		100129124
TVP23BP2	FAM18B4P	NG_023571	100421473
TVP23C	FAM18B2	NM_145301	201158
TVP23C-CDRT4	FAM18B2-CDRT4		100533496
TVP23CP1			100421599
TVP23CP2			261735
TWF1	PTK9	NM_002822	5756
TWF1P1	PTK9P1		619519
TWF1P2	PTK9P2		494555
TWF2	PTK9L		11344
TWIST1	ACS3, BPES3, TWIST, CRS	NM_000474	7291
TWIST2			117581
TWISTNB			221830
TWNK	IOSCA, C10orf2	NM_021830	56652
TWSG1			57045
TXDI1			
TXDI3			
TXGP1			
TXGP1L			
TXK	PTK4	NM_003328	7294
TXLNA		NM_175852	200081
TXLNB	C6orf198	NM_153235	167838
TXLNG	CXorf15	NM_018360	55787
TXLNGY	CYorf15A, CYorf15B, TXLNG2P	NR_045128	246126
TXN			7295
TXN2		NM_012473	25828
TXNDC2		NM_032243	84203
TXNDC5		NM_030810	81567
TXNDC8		NM_001003936	255220
TXNDC9		NM_005783	10190
TXNDC11		NM_015914	51061
TXNDC12		NM_015913	51060
TXNDC12-AS1			104355143
TXNDC15	C5orf14	NM_024715	79770
TXNDC16	KIAA1344	NM_020784	57544
TXNDC17	TXNL5	NM_032731	84817
TXNIP		NM_006472	10628
TXNL1	TXNL		9352
TXNL1P1		NG_024942	100419095
TXNL4A	TXNL4	NM_006701	10907
TXNL4B		NM_017853	54957
TXNP1		NG_001297	93202
TXNP2		NG_001321	171416
TXNP3		NG_001324	171419
TXNP4		NG_001303	124974
TXNP5		NG_001309	151276
TXNP6		NG_001330	171560
TXNP7			106480275
TXNRD1		NM_003330	7296
TXNRD2		NM_006440	10587
TXNRD3	TXNRD3NB, TXNRD3IT1	NM_052883	114112
TXNRD3NB	TXNRD3IT1		
TXREB			
TXREB1			
TYK2			7297
TYMP	MNGIE, ECGF1	NM_001953	1890
TYMS	TS	NM_001071	7298
TYMSOS	C18orf56	NM_001012716	494514
TYMSP1			100419610
TYMSP2			109729122
TYR		NM_000372	7299
TYRL			7300
TYRO1			
TYRO3	RSE		7301
TYRO3P			7302
TYRO4	EPHA3		
TYRO10			
TYROBP	PLOSL		7305
TYRP1	TYRP, CAS2	NM_000550	7306
TYRP2			
TYS			7303
TYSND1		NM_173555	219743
TYW1	RSAFD1	NM_018264	55253
TYW1B		NM_001145440	441250
TYW1P1		NG_028887	100533847
TYW3	C1orf171	NM_138467	127253
TYW5	C2orf60	NM_001039693	129450
U2AF1	U2AFBP	NM_006758	7307
U2AF1L4	U2AF1L3	NM_144987	199746
U2AF1L5			102724594
U2AF1P			
U2AF2		NM_007279	11338
U2AFBP			
U2SURP		NM_001080415	23350
UACA			55075
UAP1	SPAG2	NM_003115	6675
UAP1L1		NM_207309	91373
UBA1	A1S9T, GXP1, UBE1	NM_003334	7317
UBA2	SAE2	NM_005499	10054
UBA3	UBE1C	NM_198195	9039
UBA5	UBE1DC1	NM_024818	79876
UBA6	UBE1L2	NM_018227	55236
UBA6-AS1			550112
UBA7	UBE1L	NM_003335	7318
UBA52		NM_003333	7311
UBA52P1		NG_001207	7312
UBA52P2		NG_001208	7313
UBA52P3		NG_002524	122837
UBA52P4		NG_010942	100271030
UBA52P5		NG_010950	100271031
UBA52P6		NG_010990	100130239
UBA52P7		NG_010545	100128617
UBA52P8		NG_011237	100271343
UBA52P9		NG_011241	100271344
UBAC1	UBADC1	NM_016172	10422
UBAC2	PHGDHL1	NM_177967	337867
UBAC2-AS1			100289373
UBAC2-IT1			
UBALD1	FAM100A	NM_145253	124402
UBALD2	FAM100B	NM_182565	283991
UBAP1	UBAP		51271
UBAP1L		NM_001163692	390595
UBAP2		NM_018449	55833
UBAP2L		NM_014847	9898
UBASH3A		NM_001001895	53347
UBASH3B		NM_032873	84959
UBB		NM_018955	7314
UBBP1			7315
UBBP2		NG_002287	23668
UBBP3		NG_002286	23667
UBBP4			23666
UBBP5			100873783
UBC		NM_021009	7316
UBD			10537
UBDP1			100286971
UBE2A		NM_003336	7319
UBE2B		NM_003337	7320
UBE2C		NM_007019	11065
UBE2CP1			326105
UBE2CP2			646595
UBE2CP3			100129983
UBE2CP4			283711
